ds,y,yhat,yhat_lower,yhat_upper
2019-12-11,1338597.9,1360207.357269784,1076483.1283050473,1620390.040991393
2019-12-12,1090213.87,1354475.1260371306,1090968.5278842489,1614279.3619869384
2019-12-13,1713604.53,1335567.473806962,1070919.5193598112,1598155.7829254658
2019-12-14,1503413.11,1341553.1701028459,1062819.1082452773,1625001.456803509
2019-12-15,985604.09,1358677.9777681462,1095980.7691954758,1633365.3851029603
2019-12-16,1721690.3599999999,1342633.48975811,1073380.8744731057,1612975.6878323804
2019-12-17,1511982.95,1366440.9821543503,1102881.3924943912,1635356.529057989
2019-12-18,1326823.54,1356701.4731308897,1081332.2321640658,1626591.011278552
2019-12-19,1191514.63,1350429.6968853266,1088400.09643541,1603257.5541308383
2019-12-20,1378754.31,1330778.4581515274,1064794.314733787,1605692.2398930285
2019-12-21,1366976.6,1335858.6890347772,1059524.0487916295,1595818.556350708
2019-12-22,1274375.48,1351965.8276062792,1086585.0127999214,1638169.2609011107
2019-12-23,1115754.05,1334847.039703718,1059499.7973248027,1583021.8548098847
2019-12-24,963439.71,1357583.242624955,1098249.0575534443,1647496.0911214852
2019-12-25,1692480.05,1346837.1758078614,1058369.2875849025,1617803.7669613303
2019-12-26,1546768.31,1339685.288347607,1067178.9953088444,1616312.2713358782
2019-12-27,1596722.5,1319339.973466862,1042292.358053537,1597813.3416775388
2019-12-28,1470080.65,1323967.5379050667,1049635.5292402764,1588254.0672090077
2019-12-29,1563157.6099999999,1339912.591614324,1067638.436277924,1613821.3909190998
2019-12-30,959162.34,1322963.4428770312,1056006.200733647,1606440.0312705527
2019-12-31,1292119.41,1346232.516953274,1082322.4433620023,1632547.442996105
2020-01-01,1663220.94,1336403.0966914312,1059163.0167503026,1605176.9422114661
2020-01-02,1321192.68,1330560.200523261,1047565.9024896077,1591880.665430299
2020-01-03,1463572.18,1311912.164306179,1042932.3132573575,1591011.7737870305
2020-01-04,1290796.8699999999,1318608.3409072566,1045731.1512272328,1583242.5739690466
2020-01-05,1101981.75,1336963.6175315261,1062554.2635347925,1607005.885582248
2020-01-06,1296796.56,1322724.338650127,1057325.5351201077,1613431.277186132
2020-01-07,1389656.49,1348949.643293129,1071283.9066831102,1609127.835593496
2020-01-08,1176368.16,1342259.493853372,1057517.4148071024,1606399.088764265
2020-01-09,1198803.44,1339667.1791046339,1089975.43330747,1607226.4155690807
2020-01-10,1775157.49,1324302.814592713,1078899.8338633517,1611715.5426878748
2020-01-11,1072648.83,1334233.2015774,1067564.9172531953,1619553.3843137783
2020-01-12,1732246.6400000001,1355688.6838634715,1076191.602529613,1631894.4434212882
2020-01-13,1858186.5,1344331.5234781255,1049203.759154602,1624639.1934589457
2020-01-14,1495780.72,1373139.7327370783,1125618.8526973152,1651262.1994223576
2020-01-15,1444351.53,1368657.5663673559,1091222.493859568,1629096.2147936402
2020-01-16,1650691.01,1367830.382794838,1068921.7768730978,1626847.3009971562
2020-01-17,1370838.56,1353730.3262205056,1075854.072393417,1597318.61069268
2020-01-18,1117536.34,1364378.123314618,1078349.9160168369,1623477.642253917
2020-01-19,1555675.6,1385971.5727436685,1103425.470194349,1634436.1208027164
2020-01-20,1462300.46,1374155.1954367235,1085380.6302069854,1623274.8598951693
2020-01-21,1238499.47,1401904.9398279635,1140105.9005720757,1673111.4063869643
2020-01-22,1007524.4,1395779.1135361183,1106630.9146191892,1667481.534314036
2020-01-23,1451410.37,1392753.2305642052,1120777.0464733767,1667206.5976589231
2020-01-24,1714257.21,1375945.2185135537,1111480.6834797268,1644471.6116492173
2020-01-25,1391832.84,1383436.2857758908,1120218.649616993,1639224.7749984546
2020-01-26,1320389.19,1401498.0462063113,1121641.0471329023,1659001.6187845236
2020-01-27,1232325.31,1385860.4014475185,1137454.4113521636,1639137.9735450866
2020-01-28,1241100.08,1409594.119203621,1139472.4316919579,1685256.5967194503
2020-01-29,1734385.79,1399359.3340311234,1133876.958724656,1671771.4600355104
2020-01-30,1272244.67,1392237.7241770648,1130482.190663865,1670729.4630619339
2020-01-31,1293721.24,1371454.8810739417,1103135.6852225503,1661319.2634477047
2020-02-01,1595284.51,1375198.2492252225,1115361.8058838511,1637253.1162090355
2020-02-02,1231752.21,1389841.3153187193,1129057.5880957246,1655791.9466369986
2020-02-03,1204172.26,1371208.6291192656,1092881.3970765856,1635280.361783102
2020-02-04,1300262.61,1392455.6759009094,1125318.2623440425,1669725.5161547784
2020-02-05,1484081.76,1380314.904827383,1140080.3736891604,1660601.5581544975
2020-02-06,1130742.27,1371925.7390007891,1082177.4540106193,1615941.2522149102
2020-02-07,1190930.99,1350555.148151187,1082590.337671129,1632340.09063084
2020-02-08,1355825.69,1354414.2163535687,1088404.0725608792,1630245.525729161
2020-02-09,1550837.42,1369881.426904953,1083706.5142961175,1644433.3228801237
2020-02-10,1490141.51,1352767.2775411347,1091637.0702591822,1631207.1075713015
2020-02-11,1488237.73,1376194.2627299367,1113371.3395433105,1646455.948258371
2020-02-12,1107010.91,1366843.5301817528,1078127.862275182,1657135.989981217
2020-02-13,1209273.8,1361786.0255986555,1088238.5093211974,1621338.848943051
2020-02-14,1505527.34,1344204.680711408,1075261.6650587898,1599984.885798369
2020-02-15,1245367.6,1352213.037466228,1080842.8617218067,1628576.7687221027
2020-02-16,1462215.57,1372080.9783713021,1076075.300287017,1652090.2167395947
2020-02-17,1381868.98,1359502.1128365614,1089595.0476500087,1637882.0123752365
2020-02-18,1271073.79,1387476.783359692,1127701.2145059444,1664777.471552989
2020-02-19,1296791.8,1382561.9182614835,1125778.7330569674,1663590.5904802433
2020-02-20,1536282.95,1381705.459186817,1128766.5807317526,1652661.706108538
2020-02-21,1235978.1,1367971.8296176565,1122704.2684976556,1641184.0185882822
2020-02-22,1184933.74,1379363.7479056858,1123725.7948472009,1630367.588536047
2020-02-23,1469117.4,1402050.9674308465,1148409.0998743642,1689731.2844633122
2020-02-24,1336782.46,1391640.4106843316,1112330.6130672537,1666238.4772227409
2020-02-25,1536277.71,1421061.5848190985,1141487.314408191,1698722.048446249
2020-02-26,1498198.77,1416818.4379204267,1142828.5892862387,1680901.8761328575
2020-02-27,1629916.5,1415825.3275448587,1146896.096841105,1683299.329882727
2020-02-28,1286334.15,1401133.5235044872,1106957.9815961518,1660161.7884026172
2020-02-29,1519708.53,1410753.5178172796,1130834.9486492327,1679070.3004883986
2020-03-01,1407260.11,1430883.7084147113,1163536.259960813,1720690.7989353705
2020-03-02,1400514.94,1417179.9224761475,1129828.8556165805,1684010.4354523032
2020-03-03,1517203.22,1442639.6811497146,1166539.4268040655,1696308.1335340093
2020-03-04,1043265.8,1433852.3939401116,1146114.302147256,1697975.8636963964
2020-03-05,1562674.4,1427833.1973876788,1155384.7084176117,1704666.388761396
2020-03-06,1369629.76,1407746.9159844809,1115912.3270892804,1672170.2921393306
2020-03-07,1448452.7,1411727.4855967313,1128340.2382026582,1687052.6876903637
2020-03-08,1120508.12,1426103.482876679,1162076.93655492,1679354.1394432022
2020-03-09,1167314.66,1406664.3108643503,1116321.9827133599,1685106.0565147842
2020-03-10,1314767.12,1426541.031990686,1158441.285790345,1717218.9842412965
2020-03-11,1617742.25,1412453.128879875,1137192.726018984,1697435.4869204632
2020-03-12,1447951.05,1401538.999814397,1137638.6991478333,1682494.945996205
2020-03-13,1408184.56,1377076.7566295965,1108026.4921934113,1646152.3821398495
2020-03-14,1516793.57,1377300.7502331221,1097657.7709109078,1633782.1218724942
2020-03-15,1336083.76,1388624.5449175686,1110179.4836289487,1660820.382549595
2020-03-16,1190605.39,1366904.9599709737,1087045.8286475625,1635121.2431093426
2020-03-17,1508427.5,1385321.2268446933,1118057.5015725517,1639618.3010433037
2020-03-18,1415825.66,1370620.5864907173,1096643.6798904582,1632290.7392339606
2020-03-19,1234861.14,1359948.1639164742,1105303.33279872,1619016.0455094592
2020-03-20,1259355.95,1336567.703051926,1078867.7407727214,1609606.7695195386
2020-03-21,1385580.53,1338678.5872260737,1067000.412217229,1622778.4971249418
2020-03-22,1517208.76,1352639.8511127802,1088614.4040440405,1615114.6388922522
2020-03-23,1043358.39,1334235.7729963085,1059879.825465604,1616993.667157474
2020-03-24,1167432.13,1356557.05144037,1082741.4126890462,1635650.3364125998
2020-03-25,1162716.63,1346248.8345557826,1079425.7731989326,1621498.2904195664
2020-03-26,1188371.89,1340343.3712257328,1069736.3790014973,1606189.92318118
2020-03-27,1260750.55,1321983.7905377455,1013121.602371967,1586361.6670204583
2020-03-28,1235349.52,1329244.3508015398,1044476.1390983814,1595038.567957559
2020-03-29,1272585.06,1348357.7755838742,1068098.5891373018,1625091.876329409
2020-03-30,1247862.67,1334984.1745093996,1078398.4093493407,1591607.1376861082
2020-03-31,1450499.09,1362095.4626984538,1068719.4477669403,1635010.945115941
2020-04-01,1399531.17,1356226.45918995,1084407.1324065616,1636702.3970734943
2020-04-02,1102600.09,1354310.3512610008,1080746.5343854597,1624745.7547152266
2020-04-03,1421718.93,1339404.955912371,1061273.695587606,1594171.054098509
2020-04-04,1359103.02,1349515.054459435,1094526.86680258,1606930.6210661714
2020-04-05,1129615.72,1370821.363538108,1104970.1840922392,1646670.0186945102
2020-04-06,1561638.58,1358950.5989214443,1100746.5146017445,1630606.3483179791
2020-04-07,1017349.11,1386860.5185235464,1108232.844551826,1662974.134575188
2020-04-08,1640014.84,1381091.1119897803,1122553.702931102,1641895.0826644318
2020-04-09,1398157.16,1378599.6256782678,1106965.030268583,1632471.5578382856
2020-04-10,1830089.5,1362485.8708915373,1074845.215517301,1643052.9954403082
2020-04-11,1039425.15,1370813.1220489696,1110474.632441982,1649834.2187512706
2020-04-12,1542072.71,1389835.212073758,1123397.3797580546,1664239.5801505437
2020-04-13,1453055.35,1375264.337269239,1074642.8474457758,1639791.1983320827
2020-04-14,1387543.34,1400153.524210206,1121764.308941308,1677549.8848572192
2020-04-15,1563848.52,1391145.0005632108,1108537.1556178567,1684992.5751846014
2020-04-16,1034904.89,1385302.2393713314,1111829.3003744404,1655854.5398167833
2020-04-17,1301994.58,1365832.2093108662,1093991.721940953,1648612.295477601
2020-04-18,1582977.92,1370903.2237735621,1104597.2772022828,1632693.2880304896
2020-04-19,1125855.49,1386869.08129518,1117848.3079010856,1655186.5497688118
2020-04-20,1748577.3,1369534.0915449518,1101516.4735301703,1642325.4599762456
2020-04-21,1502850.9,1392033.0157564883,1123399.8473086676,1659951.7279823914
2020-04-22,1328848.95,1381077.232164939,1100470.0256555837,1664099.6693927667
2020-04-23,1036627.37,1373784.9550587395,1098958.868079508,1648410.047097426
2020-04-24,1268678.4,1353402.087849158,1069813.8235444778,1605501.8960779712
2020-04-25,1147273.58,1358119.138457166,1120902.962135328,1633588.582770512
2020-04-26,1416196.39,1374294.9116255003,1104377.901510916,1636238.8865648669
2020-04-27,1661625.32,1357721.580576279,1092974.7354191788,1608936.1219943862
2020-04-28,1360382.43,1381505.1610826585,1109337.8515891833,1648397.6057658207
2020-04-29,1661001.3800000001,1372312.6789708913,1124665.4555765826,1655606.5239092843
2020-04-30,1477982.79,1367203.8270251371,1093831.6627853669,1619843.0045019859
2020-05-01,1252976.63,1349353.6470065932,1076257.5730017482,1622892.6572366138
2020-05-02,1231247.1300000001,1356871.6096966125,1080441.6461055751,1640860.6305173477
2020-05-03,1430326.09,1376027.7431447809,1100077.7917415686,1645863.4701144856
2020-05-04,1639041.08,1362520.3399700464,1098408.3384081626,1645237.8778180303
2020-05-05,1268059.54,1389359.1901705621,1132352.8977020006,1651484.3559259302
2020-05-06,1297091.81,1383115.551008872,1124372.285166776,1670277.0324031657
2020-05-07,1467415.27,1380756.569952436,1116328.4508869534,1638567.2580518224
2020-05-08,1405180.29,1365370.6181212834,1080867.205461973,1644800.6883032834
2020-05-09,1203170.8,1374988.8328420457,1114309.1472339001,1649586.4733124755
2020-05-10,1433159.19,1395813.451209091,1135044.6527613604,1676902.8710284894
2020-05-11,1275307.02,1383487.4051493302,1117888.3363578091,1668552.211590706
2020-05-12,1232248.93,1410979.073672807,1161218.491550997,1688446.3134193523
2020-05-13,1207397.43,1404833.3640463254,1126965.4381167977,1656860.2607440199
2020-05-14,1564155.35,1402006.8100274242,1140759.5959486235,1673453.9470026647
2020-05-15,1225749.74,1385593.12944442,1096605.7094262945,1654313.583911627
2020-05-16,1431704.53,1393644.5375134165,1133711.6466235342,1667769.6211522624
2020-05-17,1126309.66,1412399.4086065993,1127503.2656051207,1679143.1695513742
2020-05-18,1141639.4,1397550.7801718824,1137401.001182553,1668949.8597492569
2020-05-19,1309445.39,1422129.629499648,1163630.7931886967,1711989.0776451607
2020-05-20,1271400.83,1412754.140661576,1139443.7914144916,1698561.9810518937
2020-05-21,1251177.61,1406462.7045514302,1128655.4422131723,1664719.641066099
2020-05-22,1615685.45,1386437.1566369776,1117998.557560423,1634089.9882900643
2020-05-23,1590715.94,1390821.6168448902,1142870.9662596197,1660325.803466243
2020-05-24,1322650.59,1405947.5959019698,1141662.3181497997,1681894.7747829552
2020-05-25,1817411.8,1387599.9351193835,1107197.8631285091,1642850.1693398857
2020-05-26,1045617.35,1408897.5829594436,1141960.8304929426,1668445.8981786852
2020-05-27,1042871.13,1396540.4957452356,1119408.946879902,1676631.969940531
2020-05-28,1041476.44,1387640.4708369924,1124921.8559226906,1671644.6374251219
2020-05-29,1493576.03,1365442.4758098759,1086394.4392137614,1624526.2303684084
2020-05-30,1728475.18,1368141.8888827818,1096088.3188641488,1641154.8969591125
2020-05-31,1586893.92,1382108.3562682166,1118519.249493992,1658064.305714009
2020-06-01,1307152.31,1363150.8642156846,1090786.5034305328,1629923.4205317881
2020-06-02,985742.39,1384398.048532546,1107090.1022322043,1653425.6496002148
2020-06-03,1133591.77,1372545.0366230665,1094145.9488928518,1649179.4441930512
2020-06-04,1715861.89,1364684.626196868,1098064.6528866251,1657888.224161117
2020-06-05,1097770.21,1344029.3484192665,1068195.4624059096,1609556.69930398
2020-06-06,1450259.18,1348729.8040038904,1091717.2774627379,1604552.022993397
2020-06-07,1751980.68,1365099.9410913624,1076112.89928968,1635394.5213832979
2020-06-08,1530903.22,1348883.8269880142,1075588.9697556011,1645313.608882979
2020-06-09,1365093.52,1373137.8834212741,1103235.8050227016,1632165.9267642999
2020-06-10,1309816.98,1364479.8214497468,1092246.5482176591,1641455.8397197674
2020-06-11,1036844.79,1359922.0173001632,1074162.8674613757,1619135.7795536874
2020-06-12,1489174.93,1342595.8119502314,1091217.1052739571,1612408.7139174826
2020-06-13,1101813.28,1350572.057865496,1067464.32499777,1600632.2141615616
2020-06-14,1265873.14,1370088.5184270644,1097137.7761344262,1652053.6093762307
2020-06-15,1115473.22,1356818.6124451235,1083570.3142540264,1635815.5218141298
2020-06-16,1451585.61,1383755.4190871613,1115648.6886922196,1642189.4662852332
2020-06-17,1390889.07,1377462.1319137833,1118061.433902094,1645322.0540219687
2020-06-18,1315242.02,1374906.664054555,1102841.8549907408,1657820.4124199336
2020-06-19,1326811.5,1359186.8573590557,1078807.0772154466,1629688.61331836
2020-06-20,1249038.83,1368351.598974204,1100473.9917227235,1641017.1370669014
2020-06-21,1726222.6500000001,1388628.4414096486,1119075.856843528,1655093.1628457508
2020-06-22,972757.73,1375692.2196309755,1132404.7238339474,1631910.0427476245
2020-06-23,1347148.96,1402548.5920925543,1128649.4683060043,1692190.2024893637
2020-06-24,1178514.7,1395783.7159243121,1131999.852843104,1663337.5765800246
2020-06-25,1571711.45,1392397.7889774265,1123595.0280912283,1653521.1993906726
2020-06-26,1266782.6400000001,1375528.9503270588,1100640.138197311,1626381.9676438556
2020-06-27,1611704.33,1383272.8882443043,1113380.701342436,1670747.686585172
2020-06-28,1615487.82,1401908.8025710983,1125166.4992208318,1659593.6598983957
2020-06-29,1280030.0,1387166.2695962938,1100781.11845287,1654118.8250285867
2020-06-30,1462929.47,1412106.9928537938,1146819.2608139296,1679862.7536942933
2020-07-01,1397593.6199999999,1403372.7067615879,1150709.430693249,1680342.1494567741
2020-07-02,1719383.12,1398017.0209408533,1111523.9899159179,1686218.842738999
2020-07-03,1637802.29,1379227.7486979854,1102106.8405387353,1645225.17608347
2020-07-04,1457724.8,1385145.115737735,1117038.2749712705,1633724.4506364278
2020-07-05,1285061.6300000001,1402086.5368696032,1127016.2299640349,1674417.4724160333
2020-07-06,1623599.09,1385812.542197384,1117812.1048537728,1647213.4294381577
2020-07-07,1544747.99,1409407.861217254,1127518.790888364,1692951.3725877195
2020-07-08,1170067.42,1399528.9476595232,1122812.1828356988,1658581.2197481347
2020-07-09,1134515.17,1393235.739353005,1108626.3178386614,1673829.4412380934
2020-07-10,1306977.13,1373714.1934358242,1107562.352105294,1643273.7248313543
2020-07-11,1092623.01,1379094.9804750108,1099714.9899356999,1642636.356943283
2020-07-12,1485633.54,1395679.0037553427,1119515.3141835183,1657300.6489143774
2020-07-13,1430425.57,1379204.2957184862,1102788.5821720834,1651151.8857347434
2020-07-14,1343957.57,1402728.2632522108,1118520.0913750972,1672831.6487896559
2020-07-15,839936.83,1392876.5220934912,1114202.3576739472,1669502.8711560252
2020-07-16,1796090.31,1386676.0675645212,1136278.6060175777,1655791.0554382964
2020-07-17,1242870.18,1367279.2719786507,1091009.8315511204,1654780.0910528062
2020-07-18,1397519.6400000001,1372784.0409444359,1103249.2688411204,1650357.65194969
2020-07-19,1371049.03,1389460.7439437406,1093666.6008987068,1654589.640832016
2020-07-20,1385578.41,1373020.4221440328,1116159.4153833825,1651672.243697231
2020-07-21,1329020.18,1396498.1997946687,1142564.849282912,1667986.8483746464
2020-07-22,1551884.62,1386503.0990985702,1108676.014232975,1667116.604439423
2020-07-23,1147089.43,1380051.9717313354,1114207.1893049427,1643587.7115061888
2020-07-24,1427847.56,1360294.0107000815,1081987.737256765,1616652.7972915631
2020-07-25,1086194.58,1365331.1563811572,1095274.5402037853,1637698.9256349003
2020-07-26,1965994.06,1381445.0025663355,1109315.3177307975,1652144.2313907
2020-07-27,1473735.62,1364364.7050864166,1080527.9096172908,1631443.7335111992
2020-07-28,1334417.25,1387149.8281382727,1115824.6865968658,1644941.6844713464
2020-07-29,1332009.08,1376439.3458843525,1061075.3062623306,1648914.652396138
2020-07-30,1070888.83,1369284.538515733,1100619.8865950995,1637232.6901225492
2020-07-31,1296610.9,1348872.2800186782,1089231.9926743659,1624643.7247677452
2020-08-01,1081143.7,1353344.0714958452,1084061.6495220372,1641078.6699298383
2020-08-02,1272238.18,1369021.4710902001,1098182.6692745136,1666566.8111333586
2020-08-03,1291607.9,1351672.4720733697,1075158.3091761733,1628636.9610805
2020-08-04,1605187.33,1374392.8154333394,1112888.4344936914,1615057.478463821
2020-08-05,1298936.49,1363853.5063362815,1087418.746246425,1611297.0774409762
2020-08-06,916333.0,1357132.3243960615,1096993.200580971,1637579.1167210091
2020-08-07,2052716.92,1337435.8730514343,1067439.865901972,1603573.9658428172
2020-08-08,1375681.32,1342917.5657306502,1049823.2591151572,1589598.3041046527
2020-08-09,1087841.62,1359902.2380296376,1081510.4290579623,1631981.3929425029
2020-08-10,1449765.69,1344151.9687365917,1038522.0591565672,1599877.8275286735
2020-08-11,996778.05,1368747.119372124,1122284.1264452378,1620136.3737856725
2020-08-12,1396314.7,1360333.876203811,1097808.2653435215,1635581.0550763567
2020-08-13,1427083.98,1355956.0899840195,1085756.1083966112,1611122.2133790655
2020-08-14,1410305.4,1338777.9545014205,1063348.3185103517,1607208.9549828493
2020-08-15,1102959.24,1346902.9079480702,1058892.8029055644,1640127.0509610213
2020-08-16,1396855.57,1366599.423509136,1102869.7420291135,1644822.5840192037
2020-08-17,1391906.17,1353568.2406912146,1102756.6627373951,1654276.339296882
2020-08-18,1401421.55,1380825.0081135146,1119001.2379609984,1659885.9056870583
2020-08-19,1417491.73,1374949.5762954743,1089880.2557636416,1656504.3020914826
2020-08-20,1311657.26,1372919.6851075732,1081484.0805319024,1639041.4071740294
2020-08-21,1433377.56,1357835.5327509919,1099660.6016849903,1636641.3583881683
2020-08-22,1610415.44,1367740.554011186,1095570.0480098915,1659522.0281474264
2020-08-23,1493266.74,1388849.0176173735,1151339.317654625,1666911.1196351203
2020-08-24,1304311.84,1376814.939027844,1113429.9223369858,1636972.6550483936
2020-08-25,1437798.38,1404616.227252183,1134368.2019926095,1650743.7051304134
2020-08-26,1186827.99,1398805.256807096,1130846.8599917688,1656085.2317487304
2020-08-27,1406852.69,1396343.5681881672,1132582.8944147178,1674578.2270034882
2020-08-28,995729.46,1380327.1498861986,1115911.2184674102,1657640.1405574065
2020-08-29,1475812.22,1388807.6043855492,1116826.3893262565,1666155.8651920783
2020-08-30,1027996.21,1408019.7920228112,1142069.083078288,1656352.1310572098
2020-08-31,1114596.2,1393650.4429852064,1129061.34138224,1651384.8682292502
2020-09-01,1618358.03,1418721.6601883494,1158080.008988908,1694701.6622181158
2020-09-02,1457942.74,1409840.518381239,1121707.890931242,1669399.9815544516
2020-09-03,1502585.0,1404032.4869240406,1128522.4408703132,1675402.1193204273
2020-09-04,1440212.04,1384465.162289958,1116813.68185253,1634206.5210934344
2020-09-05,1302046.1199999999,1389267.65440622,1116902.6854563002,1649416.7181745928
2020-09-06,1237551.64,1404756.2688636598,1126596.2232589242,1683590.6828035056
2020-09-07,1216490.06,1386701.029530254,1121158.374895322,1676495.1329614918
2020-09-08,1562583.9,1408207.0224959285,1131140.42610483,1675309.5834905794
2020-09-09,1599971.75,1395961.8273412427,1121303.5516257517,1647727.968211278
2020-09-10,1381259.4,1387066.824440847,1107254.5508076618,1666470.4304690242
2020-09-11,1496203.9,1364758.9246513043,1087474.5110681192,1616662.7916821262
2020-09-12,1194560.0,1367228.1224538402,1080934.069003633,1653999.1777368747
2020-09-13,1678177.71,1380841.5675107702,1116591.8069218856,1653058.1562749345
2020-09-14,1299337.57,1361408.7455035648,1085664.348793971,1628679.3999899724
2020-09-15,1355761.43,1382061.788140877,1106625.0852919843,1649689.0333534637
2020-09-16,990206.43,1369502.2085408124,1115130.0239661436,1645925.7247028367
2020-09-17,1425058.48,1360831.8712826332,1095819.9216312969,1629889.7073278562
2020-09-18,1521348.41,1339274.7537962687,1066117.2929765997,1624394.6432072162
2020-09-19,1361839.55,1342994.8998843725,1079418.7256918934,1614608.7356703877
2020-09-20,1223247.04,1358321.2494388006,1083981.615669532,1606330.423810435
2020-09-21,1087400.09,1341013.9139991186,1067314.4868788198,1608993.0854176548
2020-09-22,1334403.05,1364145.8870846853,1074596.2990051832,1632954.0075597349
2020-09-23,1305252.91,1354351.445704676,1086536.0981507776,1615408.3038504825
2020-09-24,1483317.97,1348659.0048353102,1074196.8419756212,1612587.4836386915
2020-09-25,1147253.68,1330214.9277021585,1074512.8018454753,1597505.6778831568
2020-09-26,1291431.27,1337103.634063825,1072242.3459326278,1610544.4057756036
2020-09-27,1326838.17,1355574.628906758,1071863.8738485645,1633117.8721301535
2020-09-28,1265179.91,1341310.958283131,1057429.2834654776,1600327.0856336774
2020-09-29,1546212.27,1367313.0188868733,1109476.326396309,1646775.453700882
2020-09-30,1376591.19,1360148.9178376864,1093622.3558849734,1626622.9072200179
2020-10-01,1372035.27,1356789.0886821472,1100014.9245689027,1610878.004446546
2020-10-02,1179756.78,1340331.616456434,1083018.536004699,1621087.8893662116
2020-10-03,1538922.83,1348823.5712682996,1072788.2933575506,1617795.1755609633
2020-10-04,1304500.84,1368488.9385693844,1089102.1170191574,1655145.3113872686
2020-10-05,1263181.85,1354997.6281157236,1090948.949968295,1629374.834822298
2020-10-06,1414748.82,1381349.4737034703,1107103.3667399078,1645497.5612823642
2020-10-07,1274512.85,1374124.416280694,1111493.4116350848,1642897.1267396025
2020-10-08,1463388.79,1370316.5833286385,1104502.241923553,1637449.7795953928
2020-10-09,1561594.06,1353058.7347746852,1080427.1939408719,1623721.9752437265
2020-10-10,1373007.3800000001,1360442.402325649,1099919.33160925,1626131.1154264081
2020-10-11,1315812.29,1378744.347014519,1112990.113956977,1657938.1463611207
2020-10-12,1396776.88,1363693.861684567,1096547.8121221778,1615574.697614374
2020-10-13,1556088.66,1388354.8819888036,1112029.714303504,1664903.9459179551
2020-10-14,1258798.09,1379374.155240747,1122282.0752709676,1629148.6270083068
2020-10-15,1553674.73,1373813.240292536,1108450.6576760614,1623652.6101267904
2020-10-16,1089856.79,1354870.870751928,1080474.9196928686,1620184.383759051
2020-10-17,1565665.46,1360701.0703904459,1110770.9629251517,1637398.6122277514
2020-10-18,1537961.69,1377637.7055903738,1114045.4541393325,1665754.610184811
2020-10-19,2046927.95,1361460.0578988134,1093252.2804201005,1631864.1810653335
2020-10-20,1336701.34,1385273.4312537406,1103352.6399569698,1647683.8464672891
2020-10-21,1450312.09,1375756.0873198607,1072467.3785400758,1632663.2398150412
2020-10-22,1615618.77,1369990.318037185,1103454.0057738323,1641082.1758691396
2020-10-23,1327028.52,1351184.2143786622,1093718.543765682,1616596.30775141
2020-10-24,1794302.71,1357489.5368385972,1100799.0705267054,1615627.5632247257
2020-10-25,1428674.14,1375226.3786570209,1096614.535242069,1646269.919363737
2020-10-26,1352042.55,1360149.2003425455,1073109.9160748865,1624150.175446871
2020-10-27,1458868.14,1385328.2350236909,1124832.7349009332,1671271.6947587836
2020-10-28,1324778.89,1377397.5329771473,1094055.7460756297,1644701.4778894563
2020-10-29,1438790.93,1373387.4200380335,1084197.3618053861,1633898.2504460122
2020-10-30,1087698.81,1356447.8863296043,1089294.6125065242,1612541.1014422295
2020-10-31,1643481.92,1364668.2610942854,1098566.8801614095,1623565.958329531
2020-11-01,1693009.51,1384303.8097235677,1129207.0177184434,1646645.1157608377
2020-11-02,1151359.52,1371043.7726202358,1120972.7192770108,1631179.4632951943
2020-11-03,1343344.27,1397894.7845524894,1129265.2668577773,1635185.0687055404
2020-11-04,1586093.04,1391430.8817748514,1111594.4970162031,1639557.890745482
2020-11-05,1261845.72,1388627.812206062,1112916.4683387636,1648945.8897051518
2020-11-06,1578512.08,1372588.1090377506,1101962.4741924498,1636208.3162499107
2020-11-07,1507887.85,1381362.2328366847,1118762.3106497838,1674490.748352196
2020-11-08,1597072.7,1401176.3738813552,1119083.2076494484,1674752.17714162
2020-11-09,1170897.02,1387701.3982138364,1112736.8139469775,1654574.1272309572
2020-11-10,1223284.19,1413936.84891194,1141063.6591126076,1673515.5770831583
2020-11-11,1443211.94,1406461.1926023432,1134829.1963713763,1678323.7352906654
2020-11-12,1430648.24,1402266.0196714113,1157440.0308739117,1689196.6973824075
2020-11-13,1374741.02,1384480.662330666,1098572.196175252,1660501.2445709072
2020-11-14,1307431.41,1391192.5498833854,1124319.0780471643,1664398.3013495607
2020-11-15,1432799.35,1408673.9172854768,1132606.3779844993,1672780.1017110685
2020-11-16,1276103.05,1392649.384165666,1118407.0496701456,1657736.0853255219
2020-11-17,1932729.04,1416178.3577978685,1135242.8582488827,1700747.1537526974
2020-11-18,1557786.46,1405903.4990724125,1123999.665032859,1671087.4616726493
2020-11-19,1437262.68,1398883.014491548,1158836.5372005212,1676920.632438193
2020-11-20,1538024.9,1378313.2968058395,1121616.873334536,1641593.5786420158
2020-11-21,1460074.74,1382347.2942041366,1115385.8513080007,1659506.3747843408
2020-11-22,1340238.79,1397319.2849886976,1118742.9860792255,1696812.1153935855
2020-11-23,1293867.95,1379010.6341453504,1105144.5657012288,1642998.0257511255
2020-11-24,1557066.41,1400530.5411515695,1130253.9931797045,1682326.4889194693
2020-11-25,1255591.93,1388563.0688137002,1116835.1518175926,1665084.6958260224
2020-11-26,1260806.68,1380198.2602374372,1107729.0053461846,1646935.7223075759
2020-11-27,1177906.62,1358653.9026070554,1101769.4983826661,1626484.0594904663
2020-11-28,1430711.31,1362093.344607406,1110002.66285191,1642245.347735338
2020-11-29,1148707.25,1376850.0613621667,1091228.5472410568,1637024.618158879
